gender,location,Earnings_Stability,Transaction_Volume,Avg_Rating,Fulfillment_Reliability,Timeliness,Complaint_Rate,Engagement_Duration,Repeat_Customer_Rate,Cost_Efficiency,Nova_Score,Credit_Category
Female,Rural,10122.129463918553,46,4.240529028745548,95.57884784927208,75.61922661635279,0.2031394764655084,4.048029397752785,68.71795537250185,1.227324443256988,665.2954474786305,Fair
Male,Urban,8120.707723250269,51,4.896838053152836,94.92679735298441,92.18409535239293,0.18863176402938026,24.542150292658743,30.256485904729313,1.5111358709506555,622.7184690184237,Fair
Female,Urban,14247.01592228973,64,3.653251175053786,96.1039101969907,51.98937223799022,0.43925214868755325,33.315855135001634,24.363316622854164,1.6707998449441717,552.599890618595,Poor
Male,Urban,7978.306214953637,51,4.740560315625768,89.28822531412406,83.52640298728686,0.19298538066768273,11.926320980118932,41.71130217944787,1.8922662065410907,587.5879210829022,Fair
Male,Urban,10034.886812757695,54,3.720986916258414,97.1623568050881,95.41776499966466,0.08459791364797258,25.772839876902538,8.12511433778004,1.0192472004685147,498.0861720309609,Poor
Male,Urban,11912.99662517541,42,4.879401315004623,99.70174584749884,80.98236374068563,0.04474789006238203,16.32633469026389,50.23982190543884,1.4770987131738194,633.2065523519584,Fair
Male,Urban,17631.851814283436,51,4.539884287462809,98.92461264797743,75.76942575077426,0.38801133140615596,35.98383621125775,25.99834550533385,1.2824046247040348,581.1958118536528,Fair
Male,Urban,9781.329652855247,57,3.6637720706029064,88.88191499765456,86.08377038557965,0.0037907011584673673,55.535999485817015,21.276248007923673,1.6863090983639775,582.6506130078661,Fair
Male,Urban,13037.214949439758,50,3.8036372190442767,92.11192145222932,84.15087843724687,0.07635961099168459,15.360887461378038,44.77491309202261,0.7693588880521215,547.6605655271002,Poor
Female,Urban,14739.929730871778,48,4.7436711015850435,98.62147205084294,92.33879768297399,0.1091575144012513,2.558519983014925,68.6697316209872,1.7745136190157365,636.5565982618643,Fair
Male,Urban,17452.181659662092,45,4.2613496599657275,99.00475998177733,93.03943951825559,0.00582471414251559,25.275719915037588,28.495987492258788,1.1450339351358196,794.5134170873079,Excellent
Male,Urban,15333.38425516423,50,4.180236202533889,89.15795324419511,90.56947866245775,0.21065540306744482,17.5448059191961,49.168004539845505,1.5537697694913035,639.1754477733086,Fair
Male,Urban,16281.720854897396,49,3.5874079125678504,97.29648006538166,95.82860747748879,0.5874759697130509,37.0516010210371,82.05611737873971,1.8704677512682641,681.9492365572272,Good
Male,Urban,15592.921176554624,59,3.6260596871203017,96.51228977376873,88.69674390639395,0.1610157147225021,11.225231645918573,55.299795965625115,0.5,680.6518153133705,Good
Female,Urban,9372.631085811583,50,4.401348699655581,91.72127262759783,85.01443959189426,0.4985620904312522,25.368106095107617,36.301492848487364,0.8708607779917915,674.9451441273093,Good
Male,Urban,14079.07631295114,43,4.665400812182839,92.88558473411176,89.45635693819698,0.25059220817161443,28.2875141425816,63.17333286468798,1.8405699161643378,747.6580974861721,Excellent
Female,Rural,13214.085428039167,56,4.656494472098132,99.69237076081306,98.3031963868256,0.1126878594211555,26.904986765906056,58.658746808026706,2.2675748910339415,644.0588722190295,Fair
Female,Rural,8610.924261331249,46,4.126588381904688,91.59746726917894,94.94076136296829,1.0376698815821799,27.209495012093075,34.23082389646455,1.0769231557239376,617.1476409805493,Fair
Male,Urban,11260.720369827932,55,3.9928604003230665,86.68190534599775,95.80493661769655,0.05507402524482361,38.44606940570168,51.78477393722529,2.0757548795296015,597.1750804523396,Fair
Male,Urban,10590.423114618832,50,4.438283943410642,98.41085700879239,96.12102996421625,0.39060490811130266,39.47151410440482,30.878355278555595,2.4356163093228904,701.290991504772,Good
Female,Urban,15317.868957904098,47,4.295470565466216,98.88990428402484,99.08733172935861,0.10984628395381883,25.228959009702304,65.44665051241364,0.8740443721793278,614.3904103073854,Fair
Female,Rural,10873.333143160713,44,3.4454396095327318,95.20479476551905,92.36048432784042,0.0740961968927262,34.15864270176716,51.02994360599201,1.8168988696472212,543.8341968902166,Poor
Female,Urban,12037.462316994708,46,4.760958075549234,99.14867975342663,97.4189203236961,0.14721579665165685,46.78343023046478,62.804905535141515,2.48448812543259,752.0015193050114,Excellent
Female,Urban,9154.990250041037,58,4.329925197410409,93.67700900793817,97.99742136639308,0.547100486323155,8.84252335301806,44.86180551410322,0.5,641.8513447750329,Fair
Male,Urban,12797.817240418623,51,3.509702855949595,94.56519604462834,88.59672510369886,0.041058692694186855,54.86940706429325,56.80622461645055,1.875985328058477,581.5320142067541,Fair
Male,Urban,11297.234935045753,53,4.939451305239141,98.61124619659837,90.4324478643146,0.3226231159946131,24.56144129721898,61.098277728697404,0.838536824036447,612.6576334375793,Fair
Male,Urban,13730.018695792487,52,4.928976429713009,99.53519008175994,97.03879975761367,0.15261519699536621,27.503786696793902,55.586936813209526,1.7619938430262891,745.8403175941312,Excellent
Female,Urban,9571.098404063647,51,4.771313238600505,99.98145775957056,98.91337544265095,0.2467725315322378,32.347061424302254,49.73051130134443,1.838988581854614,666.3584552361838,Fair
Male,Urban,13533.718778518602,53,4.8333481769709925,99.84286435618202,92.32736009071331,0.02383267930309426,46.51486600218264,34.839066341428264,1.2630051924904857,666.876887469107,Fair
Male,Urban,11683.147688503537,56,3.776954034194662,96.8523250204815,97.2894833001038,0.12910372210877671,39.13558950910114,30.130437315551834,0.903799772985182,658.023035139968,Fair
Male,Urban,9252.109222794561,54,4.965759337722412,99.27586404249729,87.01500961881261,0.48002714076188,44.7227390038866,36.98520342142154,1.5647052640394699,616.4293780868517,Fair
Male,Urban,9018.14788636556,46,4.642898675336397,96.71191097625012,87.3627328250244,0.26551932875900036,43.46875579996588,18.949183403561175,1.3012811397212967,572.5227908335928,Poor
Male,Urban,9468.938835931918,66,4.461135535223465,93.22933170968864,84.8701855781815,0.1616155996063865,13.21407750177518,73.12704957208203,2.0117000771645213,614.9245682699897,Fair
Female,Rural,10523.682403526616,42,4.766585739694613,99.42283800927886,89.67719042324376,0.026563264187566205,33.76988299051456,52.80683664161011,2.080663663014067,562.4163684679037,Poor
Male,Urban,13362.986303090502,50,4.071630909418246,97.48915758675132,90.8206764629384,0.06907256484817323,17.191073077110516,35.148431894744114,2.1186221275765216,609.9462681212,Fair
Female,Urban,13809.470897131543,54,4.750141883752272,91.40143130290254,78.51013801395175,0.15252875596358856,21.734985457156508,49.10718942357212,0.7662453564605515,674.7313592885849,Good
Male,Urban,13922.658753185344,43,4.408526753938881,98.03960311009828,66.33625240270918,0.7559190204485645,4.212692091747517,18.78595044714335,2.124647167289324,650.3837662358311,Fair
Male,Urban,10724.4302170624,53,4.368946049303284,96.50016409895198,99.50691879053805,0.17756030085719535,22.644411851356384,35.73012383725058,1.689970634927263,607.9902861660122,Fair
Female,Urban,16175.208724285527,55,4.334859311765774,95.95026795973828,98.0188199585712,0.7004857976915724,28.946350122107823,58.13931857364424,2.2052844240189304,557.5388212788213,Poor
Female,Urban,11673.323421975541,58,4.492303298181086,95.05532693051046,94.01843233469933,0.38871315749535773,10.822700985989972,73.39858199472897,1.4761327600007748,667.4270391756081,Fair
Male,Urban,14350.449280179197,46,4.167380151989567,96.22604081520201,82.70055290909212,0.17072130233135388,29.787615355462705,42.660747137538834,2.2590424419310327,663.2904049657908,Fair
Female,Urban,12507.53369951855,55,4.821779262304504,94.83335749278244,92.07841783628929,0.3710360044494083,30.20161347100982,70.68428467207953,1.414189841788093,664.9814367447977,Fair
Male,Urban,14126.863695109125,65,3.6327781901586844,96.55630099716095,99.54486259847533,0.39855246223738516,27.922477797406607,53.67685572733925,1.8212706615591852,654.3954441011836,Fair
Male,Urban,12357.01580156526,44,4.870736047013326,97.09800406724004,79.88969408953182,0.059545268152363946,24.02459447152519,55.353019638453006,1.6473444830664348,727.248677898488,Good
Male,Urban,14180.9046297237,54,4.486134657318226,98.79884841230063,95.46885812221055,0.1384654552386137,5.0584150224309745,28.937946858185022,1.2574605210455796,647.1850269286354,Fair
Male,Urban,12977.83339035903,62,4.864874744224601,95.96393740925075,98.36717212159228,0.007704013218228041,18.997913881444298,50.61823534906575,1.6770935536226763,678.7688587614605,Good
Male,Urban,15441.521711952068,47,4.053140033882437,97.28072609338143,94.9998271194937,0.19084975386998165,24.655466514956686,68.54116372620402,1.28001898897982,718.8487268480384,Good
Male,Urban,10543.944870366406,54,4.743498100473161,96.68933166468517,98.9743802175422,0.10887592802481591,24.929318548915635,44.71729315462048,0.5935481387907217,663.155391757916,Fair
Male,Urban,7690.325992328265,47,4.423982160968554,95.045709403179,98.59261648141569,0.271016707296913,23.414232443274667,57.39539143573326,1.6451987586616508,539.4046045919021,Poor
Male,Urban,10079.92774169771,50,4.746663272208323,96.28401871006383,98.30428254094593,0.018299408532705265,27.380753099000678,47.89673489313718,1.1504723883756744,646.6349008526789,Fair
Male,Urban,16206.755245714101,48,3.987533564956275,93.03743948111207,87.96108714213959,0.26672330633879116,14.633312107969752,38.695547633907076,1.1768186907137317,665.2404679128907,Fair
Female,Rural,10655.875009286265,47,4.729673191399555,87.19191451096901,68.89947463772262,0.04165737098123435,26.41309427351028,60.61203058171822,1.897733374573356,691.709169129917,Good
Male,Rural,11284.758853643734,40,4.886361307139636,93.28751424857208,97.69889279916822,0.11586892332496199,22.693361236591265,19.881689800780475,1.099456211863644,726.9662328485093,Good
Male,Urban,9839.09015786084,49,4.212234937270836,88.32784119348108,99.93157316671547,0.17510624497056992,26.653626110738276,59.921036367682134,1.3704169954511574,621.2493761176322,Fair
Female,Urban,13196.661175450836,51,3.9774581433661247,91.13238595220697,93.66456471545955,0.058340455046708206,38.70982131283168,58.795115267136254,2.102591463420553,612.162452697586,Fair
Male,Urban,9931.562067781912,49,4.36279113500248,87.81353134233663,88.16189987564874,0.05486635099280056,17.388603169056807,52.794601068290724,1.5000105048210297,597.2937491681746,Fair
Male,Urban,10372.656174841735,56,3.8002766005778863,98.13445583822461,95.52357229260102,0.038755945977865656,39.945352218708564,30.54518221432059,1.2696759768366057,602.548527343636,Fair
Male,Rural,10023.666608799105,65,4.244314396421311,99.08131648877921,82.23893641470487,0.07447330653211423,45.72940344806116,50.17521625326447,1.3960540831338337,659.9349558194763,Fair
Male,Urban,14335.291773526436,47,4.8452311923616795,94.47290767350219,86.63373063052032,0.03473905933870577,21.281503018284308,48.45845821456482,1.5444046650679124,672.3918263604564,Good
Female,Rural,12457.211330638402,48,3.926331078409298,90.47643700238234,95.98151881367602,0.06013195787866931,25.59771979136339,62.69040130396016,1.7795652064170095,569.81842291612,Poor
Female,Urban,14737.13469381351,57,4.46595099840417,90.7819093462724,99.92575263203909,0.1637494247094784,31.258815819382992,35.82241179065223,1.397905114170486,679.6607176944694,Good
Male,Urban,8235.747654866878,49,4.434684103314998,93.81248865962797,93.77444831090422,0.03297352361041671,27.29429579200744,17.957458098674444,1.2230261886510447,522.9874529122027,Poor
Female,Rural,11033.005524004833,63,3.775322633699151,98.65106999506558,94.6875395182449,0.20102551986416733,28.914737518249797,64.07182660864439,0.6329039097402905,562.3056219106883,Poor
Female,Urban,12409.654499851791,48,4.168718629606519,82.17607005224937,87.44598066076358,0.04142582555810194,3.103063754585847,52.984140676675764,1.3952472123325204,556.0741750624577,Poor
Male,Rural,7142.934838992289,42,4.778886742426918,95.02621660716413,99.84890866371609,0.004499569763784874,23.9657379356831,42.097227648277965,1.229303693464015,630.7685664760498,Fair
Female,Urban,13047.951300166595,45,4.202406978607583,99.09894347523293,89.51165689316251,0.0032249006542403,12.798070336655561,54.51515724536197,1.1801020350067664,644.8568221399141,Fair
Male,Urban,12248.718347689715,52,4.545266613141584,99.09236214554481,97.6747202342722,0.4475597651762401,18.891215371832438,61.22726299592787,0.6137191615590181,667.8017070546852,Fair
Female,Urban,14534.577016353662,46,4.523191303701567,91.175706282621,95.83658366187495,0.015706968195510537,37.985711868586264,52.183141385383635,1.646675553125806,648.5936886904216,Fair
Female,Urban,13243.741228719407,50,3.4668764615656196,91.5235353839847,88.89494425184172,0.03583625257136121,29.586399822327635,28.325104564889095,1.9797758212383043,501.2051886504346,Poor
Male,Urban,11352.03840915024,57,3.5768816035240736,96.30816185368774,85.83240068089883,0.16226083514652115,32.36886132716121,34.242619711146695,1.3991169795889664,508.6018647742238,Poor
Male,Urban,15777.287351370931,45,3.672439973592023,98.70781567499195,92.76348179037994,0.07758803230488247,23.40404365119172,67.61587063644036,1.7208447625693997,623.6365961360927,Fair
Male,Urban,6336.299497674627,50,3.7445005027489273,69.26782375231994,95.36472248702556,0.020316104365939704,21.265674955751397,49.036912947332205,2.296017954100642,486.8096468700436,Poor
Male,Urban,12807.204614711169,48,4.71716397035814,96.02874619900884,99.77201039348508,0.00491514700801569,38.326583346716475,59.55175111115151,1.6096594368450785,661.9963662888213,Fair
Female,Urban,7710.247204024193,60,4.02877769346973,92.74610924480704,66.48089130588197,0.47242784201250876,22.207928537952196,40.90799683342952,2.4269998200790344,527.544925940513,Poor
Female,Urban,10263.42018638164,46,3.664557297897343,97.75713959953185,82.75272215257654,0.07585437589993944,35.12048679185874,32.3002477132862,1.1971327918170585,565.005346893402,Poor
Male,Rural,12388.274942673841,49,4.297703308863089,96.72913925319267,98.41223220932646,0.1638751776958295,38.742958940332315,48.402391627497046,1.7005010930472193,600.7946152443278,Fair
Male,Urban,9177.40755867759,61,4.645010347212534,94.8993592385725,86.2934822688382,0.6219936683698256,35.000339655932294,47.3390959134596,0.9757785941695022,675.7500518376954,Good
Male,Urban,8728.846543888196,55,3.710095518267497,97.97846139917856,91.36831715705266,0.034098886279144695,32.668874357848864,80.67877224433644,1.7858677493667106,544.9214745628325,Poor
Male,Rural,17123.95970770984,57,4.0166038390216,94.58050231747951,83.74736702314881,0.10635064277125064,15.674456190716008,33.86983050169624,1.408152925766354,610.5024769885921,Fair
Male,Rural,7583.812918878581,39,3.791554772572574,99.57218939084657,95.18084634627876,0.007696734982856206,9.843740798703625,41.89054874632774,2.3629145569990593,578.8318531841677,Poor
Male,Urban,17951.56270926392,48,4.469562365529571,95.30475905402544,66.50746580799938,0.13196542414415088,29.44412821415655,19.540846007420416,1.7155188191199882,677.4916623762334,Good
Female,Rural,10610.884480322886,43,3.5940948263201835,95.39967981253204,99.69900479181165,0.061298435561953274,37.290216192791334,57.74810057568603,1.544601078898172,573.685936639206,Poor
Male,Urban,11425.512635683073,50,4.671643500398995,89.30348944797994,91.03285147243858,0.0682680493767418,24.32717280009096,67.14588268570222,1.9899455745173054,681.8180456917482,Good
Male,Urban,14700.359171764614,47,3.811734506537262,98.1558702658186,97.40921044436561,0.1392509465479419,17.563973409177393,80.39821533621772,0.9888119654117408,608.6045814172376,Fair
Female,Urban,17009.7822266335,50,3.4802659040243356,98.38611812856048,97.87646594283697,0.055459493647968476,26.227219265134764,59.23952917043059,1.8089858875868763,732.3128356381965,Good
Male,Urban,9561.796173675015,47,4.866302929880078,89.83269085250299,91.22083414381683,0.14830503212755786,32.84608600586846,54.12066471671971,0.5,677.7652759811979,Good
Female,Rural,9748.863036192248,65,3.879823921282201,98.06309032736891,94.27411484668494,0.10319763770337032,51.679494344455215,49.42444129752847,1.093103560426902,511.55774192395853,Poor
Female,Urban,15540.609204052756,46,4.126494565029415,98.06699757161921,89.40631646040087,0.14976092460467896,35.38908579894819,68.60216341921083,1.0940170517521537,609.321115976859,Fair
Male,Rural,11784.38549668885,56,3.651488250232073,91.09583009068761,99.29454191657491,0.019107744328679774,18.35017648858011,72.25320724488726,1.354716646874586,566.3331194984055,Poor
Male,Urban,16305.753491924148,46,4.219192494595715,91.14365873013661,95.77722749286048,0.34722991668499525,25.200175826130145,36.23679645193823,1.0204349948089706,579.6558497250987,Poor
Male,Urban,14545.335863295339,49,3.833844202510555,99.32639008916227,87.62719893761631,0.02530350550366891,40.83558691380732,43.916432052899516,0.653256363326661,590.8457416308449,Fair
Male,Urban,18424.672027447443,47,4.76056775039311,95.38304462822259,97.7591195511264,0.07652735927855261,20.176116573581183,42.84397854450597,1.2093842635083287,714.2661726563775,Good
Male,Rural,11505.400927025808,56,4.570631665440476,98.13593179508511,90.99771820286799,0.029544366256726986,18.792934354057394,66.47497884750655,1.4451463108251483,685.3451262903266,Good
Male,Urban,13665.433444992887,62,4.494958982749932,82.07564738798656,98.51182659963996,0.22937010988992354,26.63835391662928,56.11656071021195,1.2166958539996433,629.1138918393003,Fair
Male,Rural,11870.389498640287,53,4.671892041304083,98.09587998715863,89.97527394400589,0.45769030108411257,15.12876494000571,39.06906955918849,2.263115023494664,718.9789321160722,Good
Male,Rural,10686.653428097277,44,3.9405772823973484,97.67336821815216,91.89040342640162,0.6175711298270312,22.948284451728693,48.86736689918059,1.5566280871062135,584.9238036354719,Fair
Male,Urban,15544.261476402773,52,4.180473189473171,98.71063553680067,95.15084627058364,0.09518885458436854,5.684174203796477,27.956512789408755,1.08703432454841,725.887191567327,Good
Female,Urban,13711.123671589077,54,3.5209602863806744,94.48914926129426,88.63659317287004,0.2498190204531338,14.670987772202032,59.24533981302998,1.0521308411745947,550.3202561900408,Poor
Male,Rural,13059.859023320118,45,3.6016766624675864,93.29119104193639,92.88502824151803,0.2611037241185047,25.736587521336645,36.22859467220252,2.0514371421430027,546.9669767960607,Poor
Male,Rural,13458.474626741609,53,3.993637294622152,94.03631657771666,87.1375427822134,0.09338233910496968,25.928374785489158,66.54874991787031,1.5235097880879884,678.0595831569219,Good
Male,Urban,14285.364044680982,52,4.7341178276990625,95.83767262704671,98.98116174000394,0.22526033412996263,22.462189920105793,62.39382717773337,1.8743704491524533,829.3991135135192,Excellent
Female,Urban,14505.148972702591,42,4.264602645771074,98.99475756497776,96.40726927315507,0.15861122784405488,32.156087982932576,47.557713037838504,2.490014311419016,614.0678191629255,Fair
Male,Urban,9969.010637210398,45,4.136765304663267,99.53015183208706,98.41187092616768,0.11159012693777358,27.377642118653363,45.68464983218672,0.7375100802858748,607.799517943756,Fair
Male,Urban,11348.939236540537,48,4.95048535736103,98.28721652535822,87.85010305580087,0.5626780202831508,23.553706951746673,36.653115370342604,1.2358436328441296,634.2850101162563,Fair
Female,Urban,15530.150358972194,55,4.038356610921957,96.26019667001056,96.6435068264836,0.059561846258625026,27.68541658752648,46.10109895855274,1.9942535803572201,646.6372299784455,Fair
Male,Urban,17270.89354545554,39,4.20331890993136,96.53879807696369,77.94993713914536,0.0933259432896674,7.42971704577851,25.53537089617224,1.917725966813067,614.3563412794551,Fair
